delta_x_position,delta_y_position,delta_theta,delta_velocity,delta_yaw_angle,delta_yaw_rate,delta_slip_angle,delta_front_wheel,delta_back_wheel
-0.00538061468168996,0.010294598777362635,0.00010194834694136293,0.00010704769811012427,0.000362297086350636,0.003238147043145897,-0.00022183262593031966,0.2613476596201134,0.22320705714053535
-0.015349584417040985,-0.03496749858561188,0.0006312490869309481,0.012654281524980507,-0.00043300742904168413,-0.004168232773462456,-0.0030828273091305647,-0.8352895531738112,-0.7412508181438975
0.013656846851519341,-0.00448491865841831,-0.00017648242646828294,0.010830998549007362,-0.0008428212571897978,-0.00023536790931416585,-0.001668600371036293,-0.087086243638033,-0.3072194401436925
0.0550776194217768,0.0589959674923044,-0.00042022712295874953,-0.007089805113096759,0.005224785782753649,0.012166452918533799,-0.006553306512623147,-0.544088297123823,0.7148396443145373
0.006525817609363148,-0.0007670212867472367,0.000571010634303093,0.004797831216420939,-0.00025729903697011735,0.004502833669011457,0.005449125882084673,-1.045853988721344,-0.5266421158149619
-0.03805310230812875,0.0358699531881523,0.00010962630013186536,-0.0027155661981233536,0.00040342365875371713,0.008077344476069462,-0.0066425483840084785,-1.608020117203667,-0.2805456464714915
0.008456015643275375,0.003591194603041338,0.0003600406926125288,-0.007068002241315055,0.000227793721368911,-0.0019081468076467822,0.004202716568338375,-0.2690305849402925,-0.05671532583646943
-0.009078645506004738,0.0007144953043205782,9.336993471037967e-05,-0.0010667893624969893,0.0008492032835748196,0.0007705517434735618,-0.004442059263477311,0.9010379953989391,-0.6153764196882747
0.01677148747602602,-0.005086209941904306,0.00035555653003070545,0.00555579005918716,0.000453533870999188,-0.0013981589128076732,-0.007019109540479775,-1.0291305828319741,0.06664767714983721
0.0015246916425297463,0.00874028608470221,0.00022111533504886758,-0.001110532344385698,0.0014261764016376358,0.006379807883435781,-0.002073392100968567,0.6187436070766354,0.5934703635492231
-0.0024307450482545095,-0.019593870108872466,0.00025517698749549875,-0.0054225343430439055,0.0005756878289323874,0.008429158531039755,0.0009728716311969865,-1.0588815669395233,-0.011735482649779527
-0.0036247287698075014,0.024579775715285218,0.0002306822716491297,0.015631838264425782,-0.0004082695959976958,-0.004583317316337921,-0.0005407629685493542,-0.23117786964497555,-0.8256552412462845
0.0021665166344300504,0.008616328769762427,-0.00034164980752393603,-0.0007940159634074878,0.0008509493981589944,0.0053027195535620434,0.0009380674689231062,1.1359013629562287,-0.3020314162406059
0.003529638264819848,0.000667313072643283,-5.7009714510058984e-05,0.0033960436335397776,-0.0002041083628503016,0.006272554069114578,0.0005009175355556372,0.8416788910021307,0.056806558310324995
-0.0090311105340155,-0.0001384905610990958,0.0003595429435371356,0.008828838089675231,0.0007572183117198605,-0.003872756135875304,-0.007285101936782007,-0.24478815580009083,0.09847351555585604
0.002895962717062217,0.013711607672620429,-0.00010955591501610792,-0.00035679449218053993,-0.0004985578049089261,0.008007935368781478,0.0022005963118625314,-0.5932371224343385,-0.2268897673477701
0.015103456485153446,-0.002578566981352212,-0.00030676208552904427,-0.014320821499277187,0.0009786619510000643,0.0046554413966320846,-0.008165948199685125,1.0404680648440365,-0.44043594108893735
-0.007170299950452368,-0.004680068854792538,5.6187346577644265e-05,-0.0014505567950005432,-0.0005827631541515631,-0.00401441267568154,-0.0035849601319333357,-0.586786445964421,0.09040907120921471
-0.14726726367432974,0.029572603070835868,-0.002795861105917119,-0.057157919827091064,0.0015579963608463032,0.002808331325702018,-0.0012524349305542137,-0.9826299925176752,1.354484896807582
0.02221003673836819,0.010130164746568596,0.0015032142829151957,-0.0016506659737061946,9.685519733985959e-05,0.0071922331306804085,-0.0027974616277922516,-0.8771601741469297,-0.01445286742368701
0.0171048958066366,0.008027144682177561,-0.0003292381516591862,0.002966211546546721,0.002625674305233439,-0.0021262344880110425,-0.0004143222587749615,-1.6418749914097641,-0.18489364884672987
0.024365061585031655,-0.019147867724367246,-0.001541400836782167,0.025266440325866613,0.0014255135619247366,-0.00783387830939035,0.002930884955287063,0.04974236367230134,-0.8212672103942191
-9.192128147629541e-05,0.01579631105025566,-0.00029598242893734146,0.0017286669517292963,0.0002022265959128796,0.0010504535799490673,-0.000755517115608402,-0.3737814227066849,-0.41191800672683243
0.011768786688609367,0.012183245391982608,-0.000995166875422001,0.004304286816212852,0.00037488661821778214,0.012351941999258665,-0.0034878235216095135,-1.9834206791287716,-0.5353565073370863
0.027511979898558733,0.014788628254897185,0.0015494691170747045,0.0037328061381706468,0.0005622815561816502,0.0027888949648735067,-0.0023850452905244453,1.9412498952056296,0.19706002543239443
0.01749439054632511,0.012766155250579565,-0.0003455756660567834,0.003099055463346531,0.00039087532985874465,-0.004078405855332409,-0.00457186068548149,-0.2021043182276121,-0.21794178935669528
-0.005603312689095689,0.001126031977520535,0.002031989438459077,0.0064897454041403235,-0.00043459875029450926,0.0013438616794595598,-0.0004968940062574367,-0.39642851637001186,-0.6209972625423212
0.0034539970629604948,0.006978506364752869,-0.00013081147335469723,0.006915472078438768,-3.61152391494049e-05,0.0024882604051810753,-0.0006519623741538874,-0.04187106948691832,-0.6026870196525724
0.0008965099955712715,0.0009824604433526507,-0.0005271329428069293,-0.0022955792139117,0.0005452483754111118,0.0025563974921797086,-0.0009194192150353171,1.7360319436485159,0.3687632044140474
0.005695967338676965,-0.00504511404747357,-0.0002586474292911589,-0.004445625166299698,1.2039770838349895e-05,0.006525445809389865,0.0006773026631299644,0.5175153597248714,0.3131401654460735
-0.01321283207614786,0.0020576299057050718,0.0002483960706740618,-0.00420929238627471,4.3607960388693245e-05,0.00034961329441766595,0.0006927394627120626,-1.1009159470840313,-0.2813301134163737
-0.008630366553896263,0.0028980372154804937,1.337872445533305e-05,0.007928573274366316,0.00012929867286888726,0.003939056190054507,0.002161938648729299,-0.26000415874243754,0.30647752985409227
0.013140269477668637,0.008774535319101814,0.00027614254131933143,0.0031555864066632328,0.0001889001096880543,-0.0007150689017920309,0.0032744582209023043,0.12354553628937026,0.03153038788423501
0.001862178883492889,-0.019080933585348445,0.000341708961874047,-0.008627244533041617,9.822674447649421e-05,-0.0002109131008407629,-0.0002559515378214444,-0.14265423970901736,0.20307014654751132
0.006010253093917173,0.01567745855273422,-0.0002489942622616176,-0.0010079692684677177,-5.725338648914641e-05,0.004027252713964929,-0.005056511286729876,-0.850003097986681,0.20717891197897043
0.015988880204105646,0.006479619350132571,-0.00036968456797959424,-0.004391004308093471,-8.092057819366824e-05,-0.018657420229189633,-0.010058035384839034,-1.0896632242543602,-0.1469760242931839
0.0064833822312743775,0.013033177979785662,0.00025210510566780597,0.002939383026336409,0.00015726068013271772,-0.002651694406826231,-0.003181847423757613,-0.3417359023007318,-0.1918074908251164
0.0027272618251466263,0.002369884943522693,-0.00022858410790296238,0.004870364355953755,0.0002350654713532815,-0.000621429704226371,0.0009189879175089026,-0.892606254138979,0.11520675884215414
