delta_x_position,delta_y_position,delta_theta,delta_velocity,delta_yaw_angle,delta_yaw_rate,delta_slip_angle,delta_front_wheel,delta_back_wheel
6.475930541629385,9.813021137192473,0.0957538722218525,0.18253103001122817,-1.0208558261211833,-0.0012978391416338642,-0.0010744219719109136,-0.6527928657645568,-0.21593903373554824
-7.201624874722448,-0.5066980102157741,-0.051714591580193314,0.1610989951872348,0.2797988403936873,-0.012115757978573925,0.0010365553111875044,-1.683685814560663,0.37216494826843416
2.658577530368244,-4.706140007359659,0.0718065615588066,1.0315859726619774,-2.1879561443347058,-0.006721176719164228,-0.0005087986177592912,-0.5661074486163393,-0.006091642018497545
-2.0976148747506578,7.688346610727654,0.0970225201049284,0.8552395428084756,-2.538712614598784,0.0056371517384893165,0.0026227208465865928,-0.06554723225120437,-0.24536028738253535
-11.61350324595203,-2.3137399699568526,-0.0682779619231833,-0.2315110584326341,0.7572138309449246,-0.005776609893010222,-0.00043136166531805055,-0.566213708687501,-0.17597640776641077
3.1998439988806484,-3.7249340416663537,-0.21065161191129955,-0.6875188656757238,0.9897283911691757,-0.002973542719781622,0.0021303783393638665,0.5025359166721213,-0.3094809071125084
2.431585519680547,-3.0372181698713745,-0.09033701877437039,-0.11177563410501534,-1.3053903288777122,-0.002969150408355029,0.0030454805134752724,-0.15828883181076314,-0.29860159676606735
5.640659738509262,6.160336436916205,0.26793693885580283,0.22101224798479033,1.4320558750044399,-0.0031722530360352493,-0.01752755232155323,-0.7247229109020614,-0.02817901144523738
6.479565705756415,5.915678210208375,-0.0652467139955657,-0.583975279086486,2.57249885133986,-0.0077198927485675455,-0.0037723972176428784,0.6429434245596379,-0.964559900858033
4.912081601941838,-10.340918976463016,0.15611271633450174,-0.38749673157468756,-0.22971561920573147,-0.015359681079946823,-0.0011587010611538145,-1.0815954385973354,-0.6152336985126841
3.8717337497827122,0.7788720174705084,0.05719499845888687,0.14564397681827757,-0.19134032561285252,-0.0006205400710045219,0.00031995334275002844,-1.1314738528120571,0.05362508633268881
5.990347781958147,2.0947412266895924,-0.03301076979582396,0.2224743996854599,-1.636807836990739,0.009708637693448577,-0.000280384573853534,0.5174296580942972,0.4091892315904051
2.8347885160121953,-4.2397715214533545,-0.10160566052689979,0.14989605437923093,-1.802191037857558,-0.0017350497252525549,0.0009323872776452972,-0.12685229347711424,0.11346686392254934
4.026438809799384,6.316072702046026,0.12940697946128843,-0.7236070312397592,-3.338370858955596,0.027294253519819234,0.0046949592177091964,-1.903214240339579,-0.6744524489184682
3.7602657504627404,-8.66124360994106,-0.23041170413420708,0.5926813587099407,-0.06430229158780087,-0.01996989636728172,-0.009298367228452613,1.23319722738642,1.6921497238035563
-0.47746520116540037,9.473502617843183,-0.16431353074387145,-0.6385540495923427,3.9943287397206695,-0.02070163980733362,0.012486267158909135,-0.5247380341191912,-0.5795910132838866
